location,vaccine,total_vaccinations
Latvia,Pfizer/BioNTech,711897
Latvia,Johnson&Johnson,94303
Latvia,Moderna,218949
Latvia,Oxford/AstraZeneca,289029
Latvia,Pfizer/BioNTech,712967
Latvia,Johnson&Johnson,94935
Latvia,Moderna,219318
Latvia,Oxford/AstraZeneca,289110
Latvia,Pfizer/BioNTech,717591
Latvia,Johnson&Johnson,95535
Latvia,Moderna,219828
Latvia,Oxford/AstraZeneca,289174
Latvia,Pfizer/BioNTech,722676
Latvia,Johnson&Johnson,96142
Latvia,Moderna,220444
Latvia,Oxford/AstraZeneca,289216
Latvia,Pfizer/BioNTech,728361
Latvia,Johnson&Johnson,96770
Latvia,Moderna,220832
Latvia,Oxford/AstraZeneca,289245
Latvia,Pfizer/BioNTech,732830
Latvia,Johnson&Johnson,97318
Latvia,Moderna,221496
Latvia,Oxford/AstraZeneca,289287
Latvia,Pfizer/BioNTech,738470
Latvia,Johnson&Johnson,97981
Latvia,Moderna,221671
Latvia,Oxford/AstraZeneca,289302
Latvia,Pfizer/BioNTech,741446
Latvia,Johnson&Johnson,98307
Latvia,Moderna,221721
Latvia,Oxford/AstraZeneca,289305
Latvia,Pfizer/BioNTech,742481
Latvia,Johnson&Johnson,98968
Latvia,Moderna,222007
Latvia,Oxford/AstraZeneca,289326
Latvia,Pfizer/BioNTech,746364
Latvia,Johnson&Johnson,99879
Latvia,Moderna,222375
Latvia,Oxford/AstraZeneca,289328
Latvia,Pfizer/BioNTech,751431
Latvia,Johnson&Johnson,100692
Latvia,Moderna,222784
Latvia,Oxford/AstraZeneca,289346
Latvia,Pfizer/BioNTech,756687
Latvia,Johnson&Johnson,101193
Latvia,Moderna,223056
Latvia,Oxford/AstraZeneca,289353
Latvia,Pfizer/BioNTech,761121
Latvia,Johnson&Johnson,102019
Latvia,Moderna,223478
Latvia,Oxford/AstraZeneca,289375
Latvia,Pfizer/BioNTech,766398
Latvia,Johnson&Johnson,103362
Latvia,Moderna,223583
Latvia,Oxford/AstraZeneca,289379
Latvia,Pfizer/BioNTech,769073
Latvia,Johnson&Johnson,103658
Latvia,Moderna,223624
Latvia,Oxford/AstraZeneca,289380
Latvia,Pfizer/BioNTech,769832
Latvia,Johnson&Johnson,103948
Latvia,Moderna,223879
Latvia,Oxford/AstraZeneca,289386
Latvia,Pfizer/BioNTech,774029
Latvia,Johnson&Johnson,104432
Latvia,Moderna,224281
Latvia,Oxford/AstraZeneca,289425
Latvia,Pfizer/BioNTech,779079
Latvia,Johnson&Johnson,105029
Latvia,Moderna,224714
Latvia,Oxford/AstraZeneca,289470
Latvia,Pfizer/BioNTech,785528
Latvia,Johnson&Johnson,105325
Latvia,Moderna,225427
Latvia,Oxford/AstraZeneca,289499
Latvia,Pfizer/BioNTech,789801
Latvia,Johnson&Johnson,105763
Latvia,Moderna,226040
Latvia,Oxford/AstraZeneca,289515
Latvia,Pfizer/BioNTech,795272
Latvia,Johnson&Johnson,106075
Latvia,Moderna,226175
Latvia,Oxford/AstraZeneca,289521
Latvia,Pfizer/BioNTech,798706
Latvia,Johnson&Johnson,106163
Latvia,Moderna,226257
Latvia,Oxford/AstraZeneca,289526
Latvia,Pfizer/BioNTech,799791
Latvia,Johnson&Johnson,106377
Latvia,Moderna,226762
Latvia,Oxford/AstraZeneca,289547
Latvia,Pfizer/BioNTech,803834
Latvia,Johnson&Johnson,106663
Latvia,Moderna,227269
Latvia,Oxford/AstraZeneca,289559
Latvia,Pfizer/BioNTech,809030
Latvia,Johnson&Johnson,107260
Latvia,Moderna,227895
Latvia,Oxford/AstraZeneca,289627
Latvia,Pfizer/BioNTech,815072
Latvia,Johnson&Johnson,107675
Latvia,Moderna,228524
Latvia,Oxford/AstraZeneca,289633
Latvia,Pfizer/BioNTech,819697
Latvia,Johnson&Johnson,108203
Latvia,Moderna,229080
Latvia,Oxford/AstraZeneca,289646
Latvia,Pfizer/BioNTech,825619
Latvia,Johnson&Johnson,108497
Latvia,Moderna,229289
Latvia,Oxford/AstraZeneca,289690
Latvia,Pfizer/BioNTech,828808
Latvia,Johnson&Johnson,108554
Latvia,Moderna,229380
Latvia,Pfizer/BioNTech,829928
Latvia,Johnson&Johnson,108870
Latvia,Moderna,229841
Latvia,Oxford/AstraZeneca,289712
Latvia,Pfizer/BioNTech,834383
Latvia,Johnson&Johnson,109270
Latvia,Moderna,230425
Latvia,Oxford/AstraZeneca,289731
Latvia,Pfizer/BioNTech,839429
Latvia,Johnson&Johnson,109590
Latvia,Moderna,231106
Latvia,Oxford/AstraZeneca,289747
Latvia,Pfizer/BioNTech,845160
Latvia,Johnson&Johnson,109840
Latvia,Moderna,231583
Latvia,Oxford/AstraZeneca,289767
Latvia,Pfizer/BioNTech,849925
Latvia,Johnson&Johnson,110362
Latvia,Moderna,232166
Latvia,Oxford/AstraZeneca,289780
Latvia,Pfizer/BioNTech,855990
Latvia,Johnson&Johnson,110467
Latvia,Moderna,232360
Latvia,Pfizer/BioNTech,859102
Latvia,Johnson&Johnson,110486
Latvia,Moderna,232476
Latvia,Oxford/AstraZeneca,289782
Latvia,Pfizer/BioNTech,860101
Latvia,Johnson&Johnson,110822
Latvia,Moderna,232908
Latvia,Oxford/AstraZeneca,289792
Latvia,Pfizer/BioNTech,865125
Latvia,Johnson&Johnson,111112
Latvia,Moderna,233344
Latvia,Oxford/AstraZeneca,289802
Latvia,Pfizer/BioNTech,870477
Latvia,Johnson&Johnson,111252
Latvia,Moderna,233713
Latvia,Oxford/AstraZeneca,289818
Latvia,Pfizer/BioNTech,875668
Latvia,Johnson&Johnson,111480
Latvia,Moderna,234117
Latvia,Oxford/AstraZeneca,289819
Latvia,Pfizer/BioNTech,880367
Latvia,Johnson&Johnson,111631
Latvia,Moderna,234572
Latvia,Oxford/AstraZeneca,289830
Latvia,Pfizer/BioNTech,886206
Latvia,Johnson&Johnson,111677
Latvia,Moderna,234767
Latvia,Oxford/AstraZeneca,289831
Latvia,Pfizer/BioNTech,889490
Latvia,Johnson&Johnson,111682
Latvia,Moderna,234850
Latvia,Oxford/AstraZeneca,289832
Latvia,Pfizer/BioNTech,890400
Latvia,Johnson&Johnson,111747
Latvia,Moderna,235167
Latvia,Oxford/AstraZeneca,289833
Latvia,Pfizer/BioNTech,894308
Latvia,Johnson&Johnson,111847
Latvia,Moderna,235611
Latvia,Oxford/AstraZeneca,289836
Latvia,Pfizer/BioNTech,898624
Latvia,Johnson&Johnson,111994
Latvia,Moderna,236124
Latvia,Oxford/AstraZeneca,289837
Latvia,Pfizer/BioNTech,904852
Latvia,Johnson&Johnson,112143
Latvia,Moderna,236703
Latvia,Oxford/AstraZeneca,289847
Latvia,Pfizer/BioNTech,909352
Latvia,Johnson&Johnson,112278
Latvia,Moderna,237211
Latvia,Oxford/AstraZeneca,289857
Latvia,Pfizer/BioNTech,913684
Liechtenstein,Moderna,368
Liechtenstein,Pfizer/BioNTech,797
Liechtenstein,Moderna,888
Liechtenstein,Pfizer/BioNTech,917
Liechtenstein,Moderna,1256
Liechtenstein,Pfizer/BioNTech,1333
Liechtenstein,Moderna,1256
Liechtenstein,Pfizer/BioNTech,1862
Liechtenstein,Moderna,1904
Liechtenstein,Pfizer/BioNTech,1862
Liechtenstein,Moderna,2423
Liechtenstein,Pfizer/BioNTech,1912
Liechtenstein,Moderna,2423
Liechtenstein,Pfizer/BioNTech,3036
Liechtenstein,Moderna,2912
Liechtenstein,Pfizer/BioNTech,3561
Liechtenstein,Moderna,3822
Liechtenstein,Pfizer/BioNTech,3561
Liechtenstein,Moderna,4361
Liechtenstein,Pfizer/BioNTech,4468
Liechtenstein,Moderna,5199
Liechtenstein,Pfizer/BioNTech,6227
Liechtenstein,Moderna,6198
Liechtenstein,Pfizer/BioNTech,6769
Liechtenstein,Moderna,7569
Liechtenstein,Pfizer/BioNTech,6769
Liechtenstein,Moderna,8669
Liechtenstein,Pfizer/BioNTech,7633
Liechtenstein,Moderna,8959
Liechtenstein,Pfizer/BioNTech,7901
Liechtenstein,Moderna,10327
Liechtenstein,Pfizer/BioNTech,8736
Liechtenstein,Moderna,13100
Liechtenstein,Pfizer/BioNTech,8736
Liechtenstein,Moderna,15396
Liechtenstein,Pfizer/BioNTech,9314
Liechtenstein,Moderna,18203
Liechtenstein,Pfizer/BioNTech,9314
Liechtenstein,Moderna,19302
Liechtenstein,Pfizer/BioNTech,9832
Liechtenstein,Moderna,21577
Liechtenstein,Pfizer/BioNTech,9832
Liechtenstein,Moderna,23589
Liechtenstein,Pfizer/BioNTech,10437
Liechtenstein,Moderna,25915
Liechtenstein,Pfizer/BioNTech,10437
Liechtenstein,Moderna,26305
Liechtenstein,Pfizer/BioNTech,10682
Liechtenstein,Moderna,26305
Liechtenstein,Pfizer/BioNTech,10682
Liechtenstein,Moderna,26305
Liechtenstein,Pfizer/BioNTech,10682
Liechtenstein,Moderna,27431
Liechtenstein,Pfizer/BioNTech,11273
Liechtenstein,Moderna,28248
Liechtenstein,Pfizer/BioNTech,11678
Liechtenstein,Moderna,28663
Liechtenstein,Pfizer/BioNTech,12255
Liechtenstein,Moderna,28663
Liechtenstein,Pfizer/BioNTech,12255
Lithuania,Pfizer/BioNTech,2455
Lithuania,Pfizer/BioNTech,5215
Lithuania,Pfizer/BioNTech,8191
Lithuania,Pfizer/BioNTech,9725
Lithuania,Pfizer/BioNTech,9750
Lithuania,Pfizer/BioNTech,9750
Lithuania,Pfizer/BioNTech,9750
Lithuania,Pfizer/BioNTech,9750
Lithuania,Pfizer/BioNTech,9752
Lithuania,Pfizer/BioNTech,10376
Lithuania,Pfizer/BioNTech,13881
Lithuania,Pfizer/BioNTech,18066
Lithuania,Pfizer/BioNTech,23261
Lithuania,Pfizer/BioNTech,23565
Lithuania,Pfizer/BioNTech,23568
Lithuania,Pfizer/BioNTech,25775
Lithuania,Pfizer/BioNTech,27868
Lithuania,Moderna,163
Lithuania,Pfizer/BioNTech,33977
Lithuania,Moderna,471
Lithuania,Pfizer/BioNTech,42360
Lithuania,Moderna,1043
Lithuania,Pfizer/BioNTech,49127
Lithuania,Moderna,1043
Lithuania,Pfizer/BioNTech,50232
Lithuania,Moderna,1044
Lithuania,Pfizer/BioNTech,50990
Lithuania,Moderna,1581
Lithuania,Pfizer/BioNTech,54720
Lithuania,Moderna,2077
Lithuania,Pfizer/BioNTech,60166
Lithuania,Moderna,2315
Lithuania,Pfizer/BioNTech,63117
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,64556
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,64950
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,64958
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,64958
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,65065
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,68168
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,74820
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,1
Lithuania,Pfizer/BioNTech,81691
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,2
Lithuania,Pfizer/BioNTech,89381
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,2
Lithuania,Pfizer/BioNTech,90016
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,2
Lithuania,Pfizer/BioNTech,90024
Lithuania,Moderna,2375
Lithuania,Oxford/AstraZeneca,2
Lithuania,Pfizer/BioNTech,92694
Lithuania,Moderna,2697
Lithuania,Oxford/AstraZeneca,4
Lithuania,Pfizer/BioNTech,95957
Lithuania,Moderna,3327
Lithuania,Oxford/AstraZeneca,6
Lithuania,Pfizer/BioNTech,101956
Lithuania,Moderna,3909
Lithuania,Oxford/AstraZeneca,7
Lithuania,Pfizer/BioNTech,110940
Lithuania,Moderna,4054
Lithuania,Oxford/AstraZeneca,8
Lithuania,Pfizer/BioNTech,117827
Lithuania,Moderna,4054
Lithuania,Oxford/AstraZeneca,9
Lithuania,Pfizer/BioNTech,118533
Lithuania,Moderna,4054
Lithuania,Oxford/AstraZeneca,9
Lithuania,Pfizer/BioNTech,118630
Lithuania,Moderna,4142
Lithuania,Oxford/AstraZeneca,9
Lithuania,Pfizer/BioNTech,121124
Lithuania,Moderna,4382
Lithuania,Oxford/AstraZeneca,311
Lithuania,Pfizer/BioNTech,123374
Lithuania,Moderna,4693
Lithuania,Oxford/AstraZeneca,3046
Lithuania,Pfizer/BioNTech,126422
Lithuania,Moderna,5123
Lithuania,Oxford/AstraZeneca,5554
Lithuania,Pfizer/BioNTech,132543
Lithuania,Moderna,5746
Lithuania,Oxford/AstraZeneca,7499
Lithuania,Pfizer/BioNTech,137238
Lithuania,Moderna,5747
Lithuania,Oxford/AstraZeneca,7815
Lithuania,Pfizer/BioNTech,137370
Lithuania,Moderna,5747
Lithuania,Oxford/AstraZeneca,7815
Lithuania,Pfizer/BioNTech,137371
Lithuania,Moderna,6998
Lithuania,Oxford/AstraZeneca,9666
Lithuania,Pfizer/BioNTech,138890
Lithuania,Moderna,6998
Lithuania,Oxford/AstraZeneca,9666
Lithuania,Pfizer/BioNTech,139412
Lithuania,Moderna,8350
Lithuania,Oxford/AstraZeneca,10646
Lithuania,Pfizer/BioNTech,145253
Lithuania,Moderna,8886
Lithuania,Oxford/AstraZeneca,12140
Lithuania,Pfizer/BioNTech,154489
Lithuania,Moderna,9363
Lithuania,Oxford/AstraZeneca,14931
Lithuania,Pfizer/BioNTech,161614
Lithuania,Moderna,9363
Lithuania,Oxford/AstraZeneca,15233
Lithuania,Pfizer/BioNTech,162315
Lithuania,Moderna,9363
Lithuania,Oxford/AstraZeneca,15234
Lithuania,Pfizer/BioNTech,162315
Lithuania,Moderna,9531
Lithuania,Oxford/AstraZeneca,17314
Lithuania,Pfizer/BioNTech,165497
Lithuania,Moderna,9944
Lithuania,Oxford/AstraZeneca,19339
Lithuania,Pfizer/BioNTech,171686
Lithuania,Moderna,10078
Lithuania,Oxford/AstraZeneca,22052
Lithuania,Pfizer/BioNTech,180559
Lithuania,Moderna,10790
Lithuania,Oxford/AstraZeneca,26174
Lithuania,Pfizer/BioNTech,187587
Lithuania,Moderna,12295
Lithuania,Oxford/AstraZeneca,30484
Lithuania,Pfizer/BioNTech,191816
Lithuania,Moderna,12295
Lithuania,Oxford/AstraZeneca,31134
Lithuania,Pfizer/BioNTech,191962
Lithuania,Moderna,12295
Lithuania,Oxford/AstraZeneca,31534
Lithuania,Pfizer/BioNTech,192014
Lithuania,Moderna,15784
Lithuania,Oxford/AstraZeneca,34348
Lithuania,Pfizer/BioNTech,193291
Lithuania,Moderna,17675
Lithuania,Oxford/AstraZeneca,36040
Lithuania,Pfizer/BioNTech,199069
Lithuania,Moderna,19479
Lithuania,Oxford/AstraZeneca,39189
Lithuania,Pfizer/BioNTech,206120
Lithuania,Moderna,20537
Lithuania,Oxford/AstraZeneca,42712
Lithuania,Pfizer/BioNTech,216978
Lithuania,Moderna,21120
Lithuania,Oxford/AstraZeneca,47021
Lithuania,Pfizer/BioNTech,226092
Lithuania,Moderna,21208
Lithuania,Oxford/AstraZeneca,47284
Lithuania,Pfizer/BioNTech,226367
Lithuania,Moderna,21208
Lithuania,Oxford/AstraZeneca,47286
Lithuania,Pfizer/BioNTech,226369
Lithuania,Moderna,21688
Lithuania,Oxford/AstraZeneca,54010
Lithuania,Pfizer/BioNTech,228092
Lithuania,Moderna,22657
Lithuania,Oxford/AstraZeneca,56782
Lithuania,Pfizer/BioNTech,236268
Lithuania,Moderna,22853
Lithuania,Oxford/AstraZeneca,62846
Lithuania,Pfizer/BioNTech,245658
Lithuania,Moderna,22853
Lithuania,Oxford/AstraZeneca,63203
Lithuania,Pfizer/BioNTech,246435
Lithuania,Moderna,23107
Lithuania,Oxford/AstraZeneca,69425
Lithuania,Pfizer/BioNTech,257888
Lithuania,Moderna,23107
Lithuania,Oxford/AstraZeneca,69713
Lithuania,Pfizer/BioNTech,259334
Lithuania,Moderna,23107
Lithuania,Oxford/AstraZeneca,69721
Lithuania,Pfizer/BioNTech,259352
Lithuania,Moderna,23207
Lithuania,Oxford/AstraZeneca,75502
Lithuania,Pfizer/BioNTech,261533
Lithuania,Moderna,23410
Lithuania,Oxford/AstraZeneca,78836
Lithuania,Pfizer/BioNTech,268219
Lithuania,Moderna,23516
Lithuania,Oxford/AstraZeneca,78930
Lithuania,Pfizer/BioNTech,278570
Lithuania,Moderna,23649
Lithuania,Oxford/AstraZeneca,78957
Lithuania,Pfizer/BioNTech,286825
Lithuania,Moderna,25866
Lithuania,Oxford/AstraZeneca,79486
Lithuania,Pfizer/BioNTech,293366
Lithuania,Moderna,26400
Lithuania,Oxford/AstraZeneca,79488
Lithuania,Pfizer/BioNTech,293566
Lithuania,Moderna,26402
Lithuania,Oxford/AstraZeneca,79490
Lithuania,Pfizer/BioNTech,293596
Lithuania,Moderna,31222
Lithuania,Oxford/AstraZeneca,81789
Lithuania,Pfizer/BioNTech,294737
Lithuania,Moderna,32782
Lithuania,Oxford/AstraZeneca,84579
Lithuania,Pfizer/BioNTech,303303
Lithuania,Moderna,33900
Lithuania,Oxford/AstraZeneca,89175
Lithuania,Pfizer/BioNTech,315237
Lithuania,Moderna,34908
Lithuania,Oxford/AstraZeneca,93642
Lithuania,Pfizer/BioNTech,326752
Lithuania,Moderna,36536
Lithuania,Oxford/AstraZeneca,99208
Lithuania,Pfizer/BioNTech,336022
Lithuania,Moderna,36612
Lithuania,Oxford/AstraZeneca,102035
Lithuania,Pfizer/BioNTech,336273
Lithuania,Moderna,36613
Lithuania,Oxford/AstraZeneca,102136
Lithuania,Pfizer/BioNTech,336357
Lithuania,Moderna,38038
Lithuania,Oxford/AstraZeneca,107588
Lithuania,Pfizer/BioNTech,337350
Lithuania,Moderna,38228
Lithuania,Oxford/AstraZeneca,110127
Lithuania,Pfizer/BioNTech,347528
Lithuania,Moderna,39668
Lithuania,Oxford/AstraZeneca,112210
Lithuania,Pfizer/BioNTech,364793
Lithuania,Moderna,46935
Lithuania,Oxford/AstraZeneca,115072
Lithuania,Pfizer/BioNTech,373014
Lithuania,Moderna,53468
Lithuania,Oxford/AstraZeneca,120776
Lithuania,Pfizer/BioNTech,380630
Lithuania,Moderna,53661
Lithuania,Oxford/AstraZeneca,128483
Lithuania,Pfizer/BioNTech,381397
Lithuania,Moderna,53661
Lithuania,Oxford/AstraZeneca,130886
Lithuania,Pfizer/BioNTech,381405
Lithuania,Moderna,53671
Lithuania,Oxford/AstraZeneca,134397
Lithuania,Pfizer/BioNTech,381603
Lithuania,Moderna,56339
Lithuania,Oxford/AstraZeneca,144988
Lithuania,Pfizer/BioNTech,383049
Lithuania,Moderna,57591
Lithuania,Oxford/AstraZeneca,154944
Lithuania,Pfizer/BioNTech,384600
Lithuania,Moderna,59009
Lithuania,Oxford/AstraZeneca,157673
Lithuania,Pfizer/BioNTech,407426
Lithuania,Moderna,59441
Lithuania,Oxford/AstraZeneca,162912
Lithuania,Pfizer/BioNTech,435270
Lithuania,Moderna,59518
Lithuania,Oxford/AstraZeneca,167113
Lithuania,Pfizer/BioNTech,446625
Lithuania,Moderna,59577
Lithuania,Oxford/AstraZeneca,167735
Lithuania,Pfizer/BioNTech,447672
Lithuania,Moderna,59834
Lithuania,Oxford/AstraZeneca,171778
Lithuania,Pfizer/BioNTech,452149
Lithuania,Moderna,60242
Lithuania,Oxford/AstraZeneca,174329
Lithuania,Pfizer/BioNTech,468051
Lithuania,Moderna,60464
Lithuania,Oxford/AstraZeneca,175405
Lithuania,Pfizer/BioNTech,493580
Lithuania,Moderna,60712
Lithuania,Oxford/AstraZeneca,178726
Lithuania,Pfizer/BioNTech,513234
Lithuania,Moderna,61019
Lithuania,Oxford/AstraZeneca,184970
Lithuania,Pfizer/BioNTech,527150
Lithuania,Moderna,61051
Lithuania,Oxford/AstraZeneca,186146
Lithuania,Pfizer/BioNTech,528451
Lithuania,Moderna,61052
Lithuania,Oxford/AstraZeneca,186226
Lithuania,Pfizer/BioNTech,528455
Lithuania,Moderna,61484
Lithuania,Oxford/AstraZeneca,190202
Lithuania,Pfizer/BioNTech,529899
Lithuania,Moderna,63242
Lithuania,Oxford/AstraZeneca,191676
Lithuania,Pfizer/BioNTech,541950
Lithuania,Johnson&Johnson,4
Lithuania,Moderna,67394
Lithuania,Oxford/AstraZeneca,192322
Lithuania,Pfizer/BioNTech,563849
Lithuania,Johnson&Johnson,4
Lithuania,Moderna,71333
Lithuania,Oxford/AstraZeneca,194462
Lithuania,Pfizer/BioNTech,583963
Lithuania,Johnson&Johnson,6
Lithuania,Moderna,72804
Lithuania,Oxford/AstraZeneca,202343
Lithuania,Pfizer/BioNTech,599288
Lithuania,Johnson&Johnson,6
Lithuania,Moderna,74157
Lithuania,Oxford/AstraZeneca,203623
Lithuania,Pfizer/BioNTech,601211
Lithuania,Johnson&Johnson,6
Lithuania,Moderna,74158
Lithuania,Oxford/AstraZeneca,203644
Lithuania,Pfizer/BioNTech,601459
Lithuania,Johnson&Johnson,16
Lithuania,Moderna,74972
Lithuania,Oxford/AstraZeneca,207918
Lithuania,Pfizer/BioNTech,602549
Lithuania,Johnson&Johnson,66
Lithuania,Moderna,75397
Lithuania,Oxford/AstraZeneca,209284
Lithuania,Pfizer/BioNTech,613803
Lithuania,Johnson&Johnson,228
Lithuania,Moderna,75970
Lithuania,Oxford/AstraZeneca,209972
Lithuania,Pfizer/BioNTech,627769
Lithuania,Johnson&Johnson,340
Lithuania,Moderna,78054
Lithuania,Oxford/AstraZeneca,212130
Lithuania,Pfizer/BioNTech,656179
Lithuania,Johnson&Johnson,454
Lithuania,Moderna,82474
Lithuania,Oxford/AstraZeneca,213820
Lithuania,Pfizer/BioNTech,687740
Lithuania,Johnson&Johnson,496
Lithuania,Moderna,82901
Lithuania,Oxford/AstraZeneca,214657
Lithuania,Pfizer/BioNTech,702233
Lithuania,Johnson&Johnson,496
Lithuania,Moderna,82902
Lithuania,Oxford/AstraZeneca,214664
Lithuania,Pfizer/BioNTech,702973
Lithuania,Johnson&Johnson,622
Lithuania,Moderna,86180
Lithuania,Oxford/AstraZeneca,219404
Lithuania,Pfizer/BioNTech,708242
Lithuania,Johnson&Johnson,932
Lithuania,Moderna,89285
Lithuania,Oxford/AstraZeneca,222921
Lithuania,Pfizer/BioNTech,729645
Lithuania,Johnson&Johnson,1462
Lithuania,Moderna,90938
Lithuania,Oxford/AstraZeneca,226179
Lithuania,Pfizer/BioNTech,758986
Lithuania,Johnson&Johnson,2112
Lithuania,Moderna,96644
Lithuania,Oxford/AstraZeneca,230061
Lithuania,Pfizer/BioNTech,784377
Lithuania,Johnson&Johnson,3826
Lithuania,Moderna,101194
Lithuania,Oxford/AstraZeneca,238840
Lithuania,Pfizer/BioNTech,803307
Lithuania,Johnson&Johnson,4126
Lithuania,Moderna,102645
Lithuania,Oxford/AstraZeneca,248946
Lithuania,Pfizer/BioNTech,807269
Lithuania,Johnson&Johnson,4128
Lithuania,Moderna,102645
Lithuania,Oxford/AstraZeneca,256079
Lithuania,Pfizer/BioNTech,807271
Lithuania,Johnson&Johnson,5782
Lithuania,Moderna,104959
Lithuania,Oxford/AstraZeneca,270309
Lithuania,Pfizer/BioNTech,809742
Lithuania,Johnson&Johnson,6514
Lithuania,Moderna,107773
Lithuania,Oxford/AstraZeneca,273451
Lithuania,Pfizer/BioNTech,829581
Lithuania,Johnson&Johnson,6952
Lithuania,Moderna,108962
Lithuania,Oxford/AstraZeneca,276061
Lithuania,Pfizer/BioNTech,857095
Lithuania,Johnson&Johnson,7874
Lithuania,Moderna,111079
Lithuania,Oxford/AstraZeneca,278890
Lithuania,Pfizer/BioNTech,881488
Lithuania,Johnson&Johnson,8538
Lithuania,Moderna,113896
Lithuania,Oxford/AstraZeneca,283016
Lithuania,Pfizer/BioNTech,905515
Lithuania,Johnson&Johnson,8570
Lithuania,Moderna,114136
Lithuania,Oxford/AstraZeneca,285633
Lithuania,Pfizer/BioNTech,908778
Lithuania,Johnson&Johnson,8570
Lithuania,Moderna,114261
Lithuania,Oxford/AstraZeneca,285673
Lithuania,Pfizer/BioNTech,909115
Lithuania,Johnson&Johnson,9438
Lithuania,Moderna,122686
Lithuania,Oxford/AstraZeneca,290013
Lithuania,Pfizer/BioNTech,911286
Lithuania,Johnson&Johnson,10688
Lithuania,Moderna,124766
Lithuania,Oxford/AstraZeneca,292720
Lithuania,Pfizer/BioNTech,929920
Lithuania,Johnson&Johnson,12008
Lithuania,Moderna,127907
Lithuania,Oxford/AstraZeneca,296410
Lithuania,Pfizer/BioNTech,955045
Lithuania,Johnson&Johnson,14366
Lithuania,Moderna,130592
Lithuania,Oxford/AstraZeneca,300933
Lithuania,Pfizer/BioNTech,978223
Lithuania,Johnson&Johnson,16338
Lithuania,Moderna,133342
Lithuania,Oxford/AstraZeneca,304979
Lithuania,Pfizer/BioNTech,995411
Lithuania,Johnson&Johnson,16772
Lithuania,Moderna,134870
Lithuania,Oxford/AstraZeneca,305346
Lithuania,Pfizer/BioNTech,1002181
Lithuania,Johnson&Johnson,17420
Lithuania,Moderna,135005
Lithuania,Oxford/AstraZeneca,305377
Lithuania,Pfizer/BioNTech,1003204
Lithuania,Johnson&Johnson,19574
Lithuania,Moderna,137648
Lithuania,Oxford/AstraZeneca,309268
Lithuania,Pfizer/BioNTech,1009099
Lithuania,Johnson&Johnson,21394
Lithuania,Moderna,139940
Lithuania,Oxford/AstraZeneca,312222
Lithuania,Pfizer/BioNTech,1027840
Lithuania,Johnson&Johnson,23012
Lithuania,Moderna,140905
Lithuania,Oxford/AstraZeneca,316043
Lithuania,Pfizer/BioNTech,1050773
Lithuania,Johnson&Johnson,25196
Lithuania,Moderna,141743
Lithuania,Oxford/AstraZeneca,318934
Lithuania,Pfizer/BioNTech,1075345
Lithuania,Johnson&Johnson,28142
Lithuania,Moderna,144835
Lithuania,Oxford/AstraZeneca,322753
Lithuania,Pfizer/BioNTech,1098070
Lithuania,Johnson&Johnson,34354
Lithuania,Moderna,145141
Lithuania,Oxford/AstraZeneca,323043
Lithuania,Pfizer/BioNTech,1102817
Lithuania,Johnson&Johnson,34354
Lithuania,Moderna,145203
Lithuania,Oxford/AstraZeneca,323061
Lithuania,Pfizer/BioNTech,1103329
Lithuania,Johnson&Johnson,35204
Lithuania,Moderna,149155
Lithuania,Oxford/AstraZeneca,332943
Lithuania,Pfizer/BioNTech,1107170
Lithuania,Johnson&Johnson,36612
Lithuania,Moderna,152121
Lithuania,Oxford/AstraZeneca,335541
Lithuania,Pfizer/BioNTech,1133059
Lithuania,Johnson&Johnson,38026
Lithuania,Moderna,153563
Lithuania,Oxford/AstraZeneca,340935
Lithuania,Pfizer/BioNTech,1165583
Lithuania,Johnson&Johnson,40232
Lithuania,Moderna,155594
Lithuania,Oxford/AstraZeneca,343952
Lithuania,Pfizer/BioNTech,1196036
Lithuania,Johnson&Johnson,43276
Lithuania,Moderna,158887
Lithuania,Oxford/AstraZeneca,350547
Lithuania,Pfizer/BioNTech,1225752
Lithuania,Johnson&Johnson,48056
Lithuania,Moderna,160577
Lithuania,Oxford/AstraZeneca,350944
Lithuania,Pfizer/BioNTech,1237220
Lithuania,Johnson&Johnson,48064
Lithuania,Moderna,160671
Lithuania,Oxford/AstraZeneca,350998
Lithuania,Pfizer/BioNTech,1242685
Lithuania,Johnson&Johnson,51282
Lithuania,Moderna,163390
Lithuania,Oxford/AstraZeneca,363281
